IDs	KO	pathway_A	order	Gene	Comment/Uniprot comment
ID17635	K18433	no_pathway		virD1; type IV secretion system T-DNA border endonuclease VirD1	
ID17636	K18434	no_pathway		virD2; type IV secretion system T-DNA border endonuclease VirD2	
ID17637	K21033	no_pathway		"virH1, CYP103; cytochrome P450 family 103"	
ID17638	K21034	no_pathway		"virH2, CYP104; cytochrome P450 family 104"	
ID17639	K09824	no_pathway		virK; uncharacterized protein	
ID17640	K22910	no_pathway		VIRMA; protein virilizer	
ID17641	K22736	no_pathway		VIT; vacuolar iron transporter family protein	
ID17642	K21697	no_pathway		"vjbR; LuxR family transcriptional regulator, quorum-sensing system regulator VjbR"	
ID17643	K21281	no_pathway		vlmH; isobutylamine N-monooxygenase [EC:1.14.14.30]	
ID17644	K23952	no_pathway		VMA21; vacuolar ATPase assembly integral membrane protein VMA21	
ID17645	K22903	no_pathway		vnfE; nitrogenase vanadium-cofactor synthesis protein VnfE	
ID17646	K19252	no_pathway		"VP1; Dependoparvovirus capsid protein VP1, adeno-associated virus type"	
ID17647	K19248	no_pathway		VP1; Polyomaviridae major capsid protein VP1	
ID17648	K19249	no_pathway		VP4; Rotavirus outer capsid protein VP4	
ID17649	K21506	no_pathway		VPK1; Orthopoxvirus serine/threonine-protein kinase 1 [EC:2.7.11.1]	
ID17650	K21518	no_pathway		VPK2; Orthopoxvirus serine/threonine-protein kinase 2 [EC:2.7.11.1]	
ID17651	K14647	no_pathway		vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]	
ID17652	K06553	no_pathway		"VPREB, CD179a; pre-B lymphocyte gene"	
ID17653	K23481	no_pathway		VPS1; vacuolar protein sorting-associated protein 1	
ID17654	K19525	no_pathway		VPS13A_C; vacuolar protein sorting-associated protein 13A/C	
ID17655	K19526	no_pathway		VPS13B; vacuolar protein sorting-associated protein 13B	
ID17656	K19527	no_pathway		VPS13D; vacuolar protein sorting-associated protein 13D	
ID17657	K23281	no_pathway		VPS33B; vacuolar protein sorting-associated protein 33B	
ID17658	K23288	no_pathway		VPS50; syndetin	
ID17659	K20297	no_pathway		VPS51; vacuolar protein sorting-associated protein 51	
ID17660	K20298	no_pathway		VPS52; vacuolar protein sorting-associated protein 52	
ID17661	K20299	no_pathway		VPS53; vacuolar protein sorting-associated protein 53	
ID17662	K17600	no_pathway		VPS54; vacuolar protein sorting-associated protein 54	
ID17663	K11664	no_pathway		"VPS72, TCFL1, YL1; vacuolar protein sorting-associated protein 72"	
ID17664	K18415	no_pathway		VRET; vreteno	
ID17665	K15356	no_pathway		"VRG4, GONST1; GDP-mannose transporter"	
ID17666	K08816	no_pathway		VRK; vaccinia related kinase [EC:2.7.11.1]	
ID17667	K19936	no_pathway		VSNL1; visinin-like protein 1	
ID17668	K07458	no_pathway		"vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]"	
ID17669	K09335	no_pathway		VSX1; visual system homeobox protein 1	
ID17670	K09336	no_pathway		"VSX2, CHX10; visual system homeobox protein 2"	
ID17671	K15630	no_pathway		VTC2; GDP-D-glucose phosphorylase [EC:2.7.7.78]	
ID17672	K18678	no_pathway		VTE5; phytol kinase [EC:2.7.1.182]	
ID17673	K22612	no_pathway		vVEGFA; Poxvirus vascular endothelial growth factor A homolog	
ID17674	K15321	no_pathway		WA; naphtho-gamma-pyrone polyketide synthase	
ID17675	K12984	no_pathway		"waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]"	
ID17676	K19354	no_pathway		waaH; heptose III glucuronosyltransferase [EC:2.4.1.-]	
ID17677	K23884	no_pathway		WAC; WW domain-containing adapter protein with coiled-coil	
ID17678	K12988	no_pathway		"wapR; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]"	
ID17679	K06220	no_pathway		WASF; WAS protein family	
ID17680	K23197	no_pathway		wbbA; N-acetylviosaminyltransferase WbbA	
ID17681	K23198	no_pathway		wbbB; rhamnosyltransferase WbbB	
ID17682	K23199	no_pathway		wbbC; mannosyltransferase WbbC	
ID17683	K18788	no_pathway		"wbbD; UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:2.4.1.303]"	
ID17684	K08280	no_pathway		wbbJ; lipopolysaccharide O-acetyltransferase [EC:2.3.1.-]	
ID17685	K12993	no_pathway		"wbdA, wbpX, mtfA; alpha-1,2-mannosyltransferase/rhamnosyltransferase [EC:2.4.1.-]"	
ID17686	K12994	no_pathway		"wbdB, wbpY, mtfB; mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / alpha-1,3-rhamnosyltransferase [EC:2.4.1.349 2.4.1.-]"	
ID17687	K12995	no_pathway		"wbdC, wbpZ, mtfC; N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase [EC:2.4.1.348 2.4.1.-]"	
ID17688	K18827	no_pathway		"wbdD, wbbD; O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]"	
ID17689	K23104	no_pathway		wbdH; galactosyltransferase WbdH	
ID17690	K23105	no_pathway		wbdL; colitosyltransferase WbdL [EC:2.4.1.-]	
ID17691	K20883	no_pathway		"wbgN; alpha-1,2-colitosyltransferase [EC:2.4.1.341]"	
ID17692	K23230	no_pathway		"wbgO; beta-1,3-galactosyltransferase"	
ID17693	K23229	no_pathway		wbgP; glycosyltransferase WbgP	
ID17694	K19068	no_pathway		"wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]"	
ID17695	K21365	no_pathway		"wbnH; UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.306]"	
ID17696	K21368	no_pathway		"wbnI; UDP-Gal:alpha-L-Fuc-1,2-beta-Gal-1,3-alpha-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase [EC:2.4.1.309]"	
ID17697	K21366	no_pathway		"wbnJ; N-acetylgalactosaminide beta-1,3-galactosyltransferase [EC:2.4.1.122]"	
ID17698	K21367	no_pathway		"wbnK; GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase [EC:2.4.1.308]"	
ID17699	K22524	no_pathway		WBP2; WW domain-binding protein 2	
ID17700	K22532	no_pathway		WBP2NL; postacrosomal sheath WW domain-binding protein	
ID17701	K13220	no_pathway		"WBP4, FBP21; WW domain-binding protein 4"	
ID17702	K13007	no_pathway		wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	
ID17703	K13011	no_pathway		wbqL; O-antigen biosynthesis protein WbqL	
ID17704	K13012	no_pathway		wbqP; O-antigen biosynthesis protein WbqP	
ID17705	K13006	no_pathway		wbqR; UDP-perosamine 4-acetyltransferase [EC:2.3.1.-]	
ID17706	K13013	no_pathway		wbqV; O-antigen biosynthesis protein WbqV	
ID17707	K13004	no_pathway		wbtD; galacturonosyltransferase WbtD [EC:2.4.1.-]	
ID17708	K13003	no_pathway		wbtG; glycosyltransferase WbtG [EC:2.4.1.-]	
ID17709	K13000	no_pathway		wbyJ; mannosyltransferase [EC:2.4.1.-]	
ID17710	K13001	no_pathway		wbyK; mannosyltransferase [EC:2.4.1.-]	
ID17711	K13002	no_pathway		wbyL; glycosyltransferase [EC:2.4.1.-]	
ID17712	K03819	no_pathway		wcaB; putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	
ID17713	K13684	no_pathway		wcaC; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	
ID17714	K13620	no_pathway		wcaD; putative colanic acid polymerase	
ID17715	K13683	no_pathway		wcaE; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	
ID17716	K03818	no_pathway		wcaF; putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	
ID17717	K03207	no_pathway		wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	
ID17718	K03208	no_pathway		wcaI; colanic acid biosynthesis glycosyl transferase WcaI	
ID17719	K16710	no_pathway		"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein"	
ID17720	K16703	no_pathway		"wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]"	
ID17721	K16711	no_pathway		wcaM; colanic acid biosynthesis protein WcaM	
ID17722	K21586	no_pathway		"wclR; UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase [EC:2.4.1.343]"	
ID17723	K23299	no_pathway		WDFY1; WD repeat and FYVE domain-containing protein 1	
ID17724	K23532	no_pathway		WDFY2; WD repeat and FYVE domain-containing protein 2	
ID17725	K22262	no_pathway		"WDFY3, ALFY; WD repeat and FYVE domain-containing protein 3"	
ID17726	K11274	no_pathway		"WDHD1, CTF4; chromosome transmission fidelity protein 4"	
ID17727	K22863	no_pathway		"WDPCP, CPLANE5; WD repeat-containing and planar cell polarity effector protein"	
ID17728	K14863	no_pathway		"WDR12, YTM1; ribosome biogenesis protein"	
ID17729	K19671	no_pathway		"WDR19, IFT144; WD repeat-containing protein 19"	
ID17730	K22382	no_pathway		WDR26; WD repeat-containing protein 26	
ID17731	K22868	no_pathway		WDR34; WD repeat-containing protein 34	
ID17732	K19674	no_pathway		"WDR35, IFT121; WD repeat-containing protein 35"	
ID17733	K20241	no_pathway		"WDR44, RAB11BP; WD repeat-containing protein 44"	
ID17734	K22991	no_pathway		"WDR45, WIPI4, WIPI3; WD repeat-containing protein 45"	
ID17735	K22869	no_pathway		WDR60; WD repeat-containing protein 60	
ID17736	K21762	no_pathway		WDR62; WD repeat-containing protein 62	
ID17737	K13221	no_pathway		"WDR77, MEP50; methylosome protein 50"	
ID17738	K17601	no_pathway		WDR81; WD repeat-containing protein 81	
ID17739	K11807	no_pathway		"WDTC1, DCAF9; WD and tetratricopeptide repeats protein 1"	
ID17740	K02805	no_pathway		"wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"	
ID17741	K12582	no_pathway		"wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]"	
ID17742	K02852	no_pathway		"wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]"	
ID17743	K21303	no_pathway		wecP; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]	
ID17744	K21363	no_pathway		"wfaP, wfgD; UDP-Glc:alpha-D-GlcNAc-glucosaminyl-diphosphoundecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.305]"	
ID17745	K23635	no_pathway		WFDC1; WAP four-disulfide core domain protein 1	
ID17746	K23641	no_pathway		WFDC12; WAP four-disulfide core domain protein 12	
ID17747	K23636	no_pathway		WFDC2; WAP four-disulfide core domain protein 2	
ID17748	K23637	no_pathway		WFDC3; WAP four-disulfide core domain protein 3	
ID17749	K23639	no_pathway		WFDC5; WAP four-disulfide core domain protein 5	
ID17750	K23640	no_pathway		WFDC6; WAP four-disulfide core domain protein 6	
ID17751	K23623	no_pathway		WFDC8; WAP four-disulfide core domain protein 8	
ID17752	K21364	no_pathway		"wfeD; UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase [EC:2.4.1.304]"	
ID17753	K23621	no_pathway		"WFIKKN; WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein"	
ID17754	K18955	no_pathway		"whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	
ID17755	K18956	no_pathway		"whiB5; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	
ID17756	K18957	no_pathway		"whiB6; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	
ID17757	K18958	no_pathway		"whiB7; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	
ID17758	K14673	no_pathway		whiEII; putative monooxygenase	
ID17759	K14667	no_pathway		whiEIII; minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-]	
ID17760	K14668	no_pathway		whiEIV; minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]	
ID17761	K14669	no_pathway		whiEV; minimal PKS acyl carrier protein	
ID17762	K14670	no_pathway		whiEVI; aromatase	
ID17763	K14671	no_pathway		whiEVII; cyclase	
ID17764	K14672	no_pathway		whiEVIII; putative polyketide hydroxylase	
ID17765	K21879	no_pathway		"WHRN, USH2D; whirlin"	
ID17766	K15179	no_pathway		"WHSC2, NELFA; negative elongation factor A"	
ID17767	K21396	no_pathway		"WHT; ATP-binding cassette, subfamily G (WHITE), eye pigment precursor transporter"	
ID17768	K23089	no_pathway		WISP2; WNT1-inducible-signaling pathway protein 2	
ID17769	K23090	no_pathway		WISP3; WNT1-inducible-signaling pathway protein 3	
ID17770	K08867	no_pathway		"WNK, PRKWNK; WNK lysine deficient protein kinase [EC:2.7.11.1]"	
ID17771	K21632	no_pathway		WOR2; white-opaque regulator 2	
ID17772	K23314	no_pathway		"WRAP53, TCAB1; telomerase Cajal body protein 1"	
ID17773	K22384	no_pathway		"WRB, GET1; tail-anchored protein insertion receptor"	
ID17774	K10900	no_pathway		"WRN, RECQL2; werner syndrome ATP-dependent helicase [EC:3.6.4.12]"	
ID17775	K22807	no_pathway		WRNexo; werner syndrome-like exonuclease [EC:3.1.11.-]	
ID17776	K10341	no_pathway		WSB1; WD repeat and SOCS box-containing protein 1	
ID17777	K10342	no_pathway		WSB2; WD repeat and SOCS box-containing protein 2	
ID17778	K22685	no_pathway		WSS1; DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]	
ID17779	K22824	no_pathway		WTAP; pre-mRNA-splicing regulator WTAP	
ID17780	K19329	no_pathway		WWOX; WW domain-containing oxidoreductase	
ID17781	K18799	no_pathway		"wzxB, rfbX; O-antigen flippase"	
ID17782	K16693	no_pathway		wzxE; enterobacterial common antigen flippase	
ID17783	K13009	no_pathway		wzy; O-antigen polymerase [EC:2.4.1.-]	
ID17784	K02853	no_pathway		"wzyE, rffT; enterobacterial common antigen polymerase [EC:2.4.1.-]"	
ID17785	K05789	no_pathway		wzzB; chain length determinant protein (polysaccharide antigen chain regulator)	
ID17786	K05790	no_pathway		wzzE; lipopolysaccharide biosynthesis protein WzzE	
ID17787	K23516	no_pathway		XAN1; xanthine dioxygenase [EC:1.14.11.48]	
ID17788	K16346	no_pathway		xanQ; xanthine permease XanQ	
ID17789	K19044	no_pathway		XBAT32_33; E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]	
ID17790	K16290	no_pathway		XCP; xylem cysteine proteinase [EC:3.4.22.-]	
ID17791	K07402	no_pathway		xdhC; xanthine dehydrogenase accessory factor	
ID17792	K22364	no_pathway		xecC; 2-oxopropyl-CoM reductase (carboxylating) [EC:1.8.1.5]	
ID17793	K18576	no_pathway		"XEG; xyloglucan-specific endo-beta-1,4-glucanase [EC:3.2.1.151]"	
ID17794	K16285	no_pathway		XERICO; RING/U-box domain-containing protein [EC:2.3.2.27]	
ID17795	K18651	no_pathway		XGCA; oligoxyloglucan reducing-end-specific cellobiohydrolase [EC:3.2.1.150]	
ID17796	K18789	no_pathway		"XGD1; xylogalacturonan beta-1,3-xylosyltransferase [EC:2.4.2.41]"	
ID17797	K19522	no_pathway		XK; membrane transport protein XK	
ID17798	K21451	no_pathway		XLNR; xylanolytic transcriptional activator XlnR	
ID17799	K01447	no_pathway		xlyAB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	
ID17800	K01146	no_pathway		xni; protein Xni	
ID17801	K24072	no_pathway		xpf; positive control factor	
ID17802	K18460	no_pathway		"XPO7, EXP7; exportin-7"	
ID17803	K18706	no_pathway		XPT1; 3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase [EC:2.7.8.32]	
ID17804	K07474	no_pathway		xtmA; phage terminase small subunit	
ID17805	K06909	no_pathway		xtmB; phage terminase large subunit	
ID17806	K08238	no_pathway		XXT; xyloglucan 6-xylosyltransferase [EC:2.4.2.39]	
ID17807	K15925	no_pathway		XYL1; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	
ID17808	K01811	no_pathway		"xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]"	
ID17809	K15924	no_pathway		"xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]"	
ID17810	K06306	no_pathway		yaaH; spore germination protein	
ID17811	K06436	no_pathway		yabG; spore coat assemly protein	
ID17812	K02499	no_pathway		yabN; tetrapyrrole methylase family protein / MazG family protein	
ID17813	K15034	no_pathway		yaeJ; ribosome-associated protein	
ID17814	K08234	no_pathway		yaeR; glyoxylase I family protein	
ID17815	K11468	no_pathway		YAF2; YY1-associated factor 2	
ID17816	K19161	no_pathway		yafN; antitoxin YafN	
ID17817	K19160	no_pathway		yafO; mRNA interferase YafO [EC:3.1.-.-]	
ID17818	K03830	no_pathway		yafP; putative acetyltransferase [EC:2.3.1.-]	
ID17819	K19157	no_pathway		yafQ; mRNA interferase YafQ [EC:3.1.-.-]	
ID17820	K08996	no_pathway		yagU; putative membrane protein	
ID17821	K13244	no_pathway		yahA; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	
ID17822	K13979	no_pathway		yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	
ID17823	K03329	no_pathway		yahN; amino acid exporter	
ID17824	K07286	no_pathway		yajG; uncharacterized lipoprotein	
ID17825	K23107	no_pathway		yajO; 1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	
ID17826	K09767	no_pathway		yajQ; cyclic-di-GMP-binding protein	
ID17827	K18670	no_pathway		YAK1; dual specificity protein kinase YAK1 [EC:2.7.12.1]	
ID17828	K09043	no_pathway		YAP; AP-1-like transcription factor	
ID17829	K16261	no_pathway		YAT; yeast amino acid transporter	
ID17830	K03976	no_pathway		"ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]"	
ID17831	K05800	no_pathway		ybaO; Lrp/AsnC family transcriptional regulator	
ID17832	K07443	no_pathway		ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein	
ID17833	K07340	no_pathway		ybbJ; inner membrane protein	
ID17834	K05838	no_pathway		ybbN; putative thioredoxin	
ID17835	K14761	no_pathway		ybcJ; ribosome-associated protein	
ID17836	K08164	no_pathway		"ybcL; MFS transporter, DHA1 family, putative efflux transporter"	
ID17837	K08317	no_pathway		ybdH; uncharacterized oxidoreductase [EC:1.1.-.-]	
ID17838	K14287	no_pathway		ybdL; methionine transaminase [EC:2.6.1.88]	
ID17839	K09710	no_pathway		ybeB; ribosome-associated protein	
ID17840	K07042	no_pathway		"ybeY, yqfG; probable rRNA maturation factor"	
ID17841	K01175	no_pathway		ybfF; esterase [EC:3.1.-.-]	
ID17842	K07107	no_pathway		ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	
ID17843	K13574	no_pathway		ybiC; uncharacterized oxidoreductase [EC:1.1.1.-]	
ID17844	K22044	no_pathway		ybiO; moderate conductance mechanosensitive channel	
ID17845	K07757	no_pathway		ybiV; sugar-phosphatase [EC:3.1.3.23]	
ID17846	K07459	no_pathway		ybjD; putative ATP-dependent endonuclease of the OLD family	
ID17847	K05372	no_pathway		ybtA; AraC family transcriptional regulator	
ID17848	K05373	no_pathway		"ybtX, irp8; MFS transporter, putative signal transducer"	
ID17849	K09276	no_pathway		"YBX1, NSEP1; Y-box-binding protein 1"	
ID17850	K09277	no_pathway		YBX2; Y-box-binding protein 2	
ID17851	K07478	no_pathway		ycaJ; putative ATPase	
ID17852	K09136	no_pathway		ycaO; ribosomal protein S12 methylthiotransferase accessory factor	
ID17853	K21470	no_pathway		"ycbB; L,D-transpeptidase YcbB"	
ID17854	K04477	no_pathway		ycdX; putative hydrolase	
ID17855	K18850	no_pathway		ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	
ID17856	K08986	no_pathway		ycgQ; putative membrane protein	
ID17857	K21974	no_pathway		ycgZ; probable RcsB/C two-component-system connector	
ID17858	K06942	no_pathway		ychF; ribosome-binding ATPase	
ID17859	K06039	no_pathway		ychN; uncharacterized protein involved in oxidation of intracellular sulfur	
ID17860	K08990	no_pathway		ycjF; putative membrane protein	
ID17861	K19802	no_pathway		"ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]"	
ID17862	K04844	no_pathway		ycjT; hypothetical glycosyl hydrolase [EC:3.2.1.-]	
ID17863	K19830	no_pathway		YCK3; casein kinase I homolog 3 [EC:2.7.11.1]	
ID17864	K21601	no_pathway		"ycnK; DeoR family transcriptional regulator, copper-sensing transcriptional repressor"	
ID17865	K10762	no_pathway		ydaV; putative replication protein	
ID17866	K08173	no_pathway		"ydfJ; MFS transporter, MHS family, metabolite:H+ symporter"	
ID17867	K04775	no_pathway		ydgD; protease YdgD [EC:3.4.21.-]	
ID17868	K03492	no_pathway		ydhQ; GntR family transcriptional regulator	
ID17869	K08997	no_pathway		ydiU; uncharacterized protein	
ID17870	K07283	no_pathway		ydiY; putative salt-induced outer membrane protein	
ID17871	K11341	no_pathway		"YEATS4, GAS41, YAF9; YEATS domain-containing protein 4"	
ID17872	K03829	no_pathway		yedL; putative acetyltransferase [EC:2.3.1.-]	
ID17873	K16326	no_pathway		"yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"	
ID17874	K15339	no_pathway		YEN1; holliday junction resolvase YEN1 [EC:3.1.-.-]	
ID17875	K18198	no_pathway		yesX; rhamnogalacturonan exolyase [EC:4.2.2.24]	
ID17876	K11107	no_pathway		yfaE; ferredoxin	
ID17877	K07279	no_pathway		yfaL; autotransporter family porin	
ID17878	K07114	no_pathway		yfbK; Ca-activated chloride channel homolog	
ID17879	K19270	no_pathway		"yfbT, yniC; sugar-phosphatase [EC:3.1.3.23]"	
ID17880	K21990	no_pathway		yfdC; formate-nitrite transporter family protein	
ID17881	K07223	no_pathway		yfeX; porphyrinogen peroxidase [EC:1.11.1.-]	
ID17882	K06894	no_pathway		yfhM; alpha-2-macroglobulin	
