KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
17988	K23465	ID17020	no_pathway		tgnD; (E)-2-((N-methylformamido)methylene)succinate hydrolase [EC:3.5.1.-]																																															
17989	K06437	ID17937	no_pathway		yknT; sigma-E controlled sporulation protein																																															
17990	K11869	ID17574	no_pathway		USP40; ubiquitin carboxyl-terminal hydrolase 40 [EC:3.4.19.12]																																															
17991	K16705	ID17428	no_pathway		tuaE; teichuronic acid biosynthesis protein TuaE																																															
17992	K08809	ID16500	no_pathway		SPEG; striated muscle-specific serine/threonine protein kinase [EC:2.7.11.1]																																															
17993	K23621	ID17753	no_pathway		"WFIKKN; WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein"																																															
17994	K11579	ID18118	no_pathway		ZWILCH; protein zwilch																																															
17995	K03826	ID17915	no_pathway		yiaC; putative acetyltransferase [EC:2.3.1.-]																																															
17996	K21845	ID17960	no_pathway		YPP1; cargo-transport protein YPP1																																															
17997	K15204	ID16990	no_pathway		TFC3; transcription factor C subunit 3																																															
17998	K16703	ID17720	no_pathway		"wcaL, amsK; colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]"																																															
17999	K23603	ID16520	no_pathway		SPINK6_7_9; serine protease inhibitor Kazal-type 6/7/9																																															
18000	K17485	ID18003	no_pathway		yvmC; cyclo(L-leucyl-L-leucyl) synthase [EC:2.3.2.22]																																															
18001	K03720	ID17355	no_pathway		"trpR; TrpR family transcriptional regulator, trp operon repressor"																																															
18002	K23022	ID17222	no_pathway		"TPS2; (3S)-(+)-asterisca-2(9),6-diene synthase [EC:4.2.3.161]"																																															
18003	K06420	ID16658	no_pathway		sspC; small acid-soluble spore protein C (minor alpha/beta-type SASP)																																															
18004	K16604	ID17414	no_pathway		TTLL11; tubulin polyglutamylase TTLL11 [EC:6.-.-.-]																																															
18005	K08886	ID17172	no_pathway		"TNK2, ACK1; activated CDC42 kinase 1 [EC:2.7.10.2 2.7.11.1]"																																															
18006	K21846	ID17119	no_pathway		TMEM150; transmembrane protein 150																																															
18007	K09276	ID17849	no_pathway		"YBX1, NSEP1; Y-box-binding protein 1"																																															
18008	K11911	ID17608	no_pathway		vasL; type VI secretion system protein VasL																																															
18009	K23418	ID16517	no_pathway		SPINK2; serine protease inhibitor Kazal-type 2																																															
18010	K15368	ID16639	no_pathway		sscA; secretion system chaperone SscA																																															
18011	K20206	ID17612	no_pathway		VBPO; bromide peroxidase [EC:1.11.1.18]																																															
18012	K17359	ID17381	no_pathway		TSPAN32; tetraspanin-32																																															
18013	K04048	ID17977	no_pathway		"yscA, sctA; type III secretion protein A"																																															
18014	K17348	ID17369	no_pathway		TSPAN1; tetraspanin-1																																															
18015	K15205	ID16991	no_pathway		TFC6; transcription factor C subunit 6																																															
18016	K03528	ID18082	no_pathway		zipA; cell division protein ZipA																																															
18017	K23639	ID17749	no_pathway		WFDC5; WAP four-disulfide core domain protein 5																																															
18018	K11379	ID17950	no_pathway		YNG1; protein YNG1																																															
18019	K17296	ID17374	no_pathway		TSPAN14; tetraspanin-14																																															
18020	K12226	ID17213	no_pathway		tphA; proline/betaine transport protein TphA																																															
18021	K17498	ID16529	no_pathway		"SPN1, IWS1; transcription factor SPN1"																																															
18022	K10503	ID18026	no_pathway		"ZBTB24, BIF1; zinc finger and BTB domain-containing protein 24"																																															
18023	K19927	ID18108	no_pathway		ZP2; zona pellucida sperm-binding protein 2																																															
18024	K23904	ID17138	no_pathway		TMEM91; transmembrane protein 91																																															
18025	K10518	ID18043	no_pathway		ZBTB47; zinc finger and BTB domain-containing protein 47																																															
18026	K09636	ID17153	no_pathway		TMPRSS5; transmembrane protease serine 5 [EC:3.4.21.-]																																															
18027	K11842	ID17557	no_pathway		USP12_46; ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12]																																															
18028	K06434	ID17087	no_pathway		tlp; small acid-soluble spore protein (thioredoxin-like protein)																																															
18029	K19674	ID17732	no_pathway		"WDR35, IFT121; WD repeat-containing protein 35"																																															
18030	K21285	ID16845	no_pathway		"tagB, tarB; teichoic acid glycerol-phosphate primase [EC:2.7.8.44]"																																															
18031	K12500	ID16967	no_pathway		tesC; thioesterase III [EC:3.1.2.-]																																															
18032	K11578	ID18117	no_pathway		"ZW10, DSL1; protein transport protein DSL1/ZW10"																																															
18033	K09106	ID17550	no_pathway		USF; upstream stimulatory factor																																															
18034	K15321	ID17674	no_pathway		WA; naphtho-gamma-pyrone polyketide synthase																																															
18035	K09179	ID16986	no_pathway		TFAP2E; transcription factor AP-2 epsilon																																															
18036	K15440	ID16826	no_pathway		"TAD1, ADAT1; tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]"																																															
18037	K10517	ID18042	no_pathway		"ZBTB46, BTBD4; zinc finger and BTB domain-containing protein 46"																																															
18038	K22866	ID16922	no_pathway		TCTEX1D2; tctex1 domain-containing protein 2																																															
18039	K16781	ID17408	no_pathway		"TTC8, BBS8; tetratricopeptide repeat protein 8"																																															
18040	K11361	ID16601	no_pathway		"SPT20, ADA5; transcription factor SPT20"																																															
18041	K22040	ID17356	no_pathway		TRPS1; atypical GATA-binding protein TRPS1																																															
18042	K22381	ID18098	no_pathway		ZNF598; E3 ubiquitin-protein ligase ZNF598 [EC:2.3.2.27]																																															
18043	K06959	ID16980	no_pathway		tex; protein Tex																																															
18044	K14774	ID17587	no_pathway		"UTP25, DEF; U3 small nucleolar RNA-associated protein 25"																																															
18045	K18446	ID17900	no_pathway		ygiF; triphosphatase [EC:3.6.1.25]																																															
18046	K02221	ID17898	no_pathway		yggT; YggT family protein																																															
18047	K17602	ID17939	no_pathway		YLPM1; YLP motif-containing protein 1																																															
18048	K05794	ID16960	no_pathway		terC; tellurite resistance protein TerC																																															
18049	K08814	ID17285	no_pathway		TRIB1_2; tribbles homolog 1/2																																															
18050	K07586	ID17893	no_pathway		ygaC; uncharacterized protein																																															
18051	K10175	ID16893	no_pathway		TBX1; T-box protein 1																																															
18052	K19928	ID18109	no_pathway		ZP3; zona pellucida sperm-binding protein 3																																															
18053	K11991	ID16829	no_pathway		tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]																																															
18054	K22991	ID17734	no_pathway		"WDR45, WIPI4, WIPI3; WD repeat-containing protein 45"																																															
18055	K20362	ID17920	no_pathway		YIF1; protein transport protein YIF1																																															
18056	K15215	ID16843	no_pathway		TAF1D; TATA box-binding protein-associated factor RNA polymerase I subunit D																																															
18057	K05791	ID16965	no_pathway		terZ; tellurium resistance protein TerZ																																															
18058	K14772	ID17585	no_pathway		UTP20; U3 small nucleolar RNA-associated protein 20																																															
